activity_id,customer_id,lead_id,activity_date,activity_type,channel,owner,outcome,duration_minutes
ACT-02732,CUST-0270,,2025-09-05,Demo,Chat,Linh Vu,Completed,15
ACT-02733,CUST-0196,,2024-12-23,WhatsApp,Email,Dung Pham,Interested,5
ACT-02734,CUST-0314,,2024-03-08,Demo,Phone,Khanh Do,Completed,15
ACT-02735,CUST-0119,,2024-03-03,WhatsApp,Zoom,Giang Ho,Completed,15
ACT-02736,CUST-0221,,2024-02-25,Support Follow-up,Email,An Nguyen,Interested,10
ACT-02737,CUST-0242,,2025-07-20,WhatsApp,Phone,Chi Le,Interested,5
ACT-02738,CUST-0124,,2025-03-01,Demo,In-person,Linh Vu,Rescheduled,30
ACT-02739,CUST-0214,,2024-12-16,Demo,In-person,Giang Ho,Completed,20
ACT-02740,CUST-0030,,2024-08-01,Meeting,Chat,Binh Tran,Interested,60
ACT-02741,CUST-0184,,2026-03-01,Support Follow-up,Phone,Binh Tran,Follow-up Needed,10
ACT-02742,CUST-0105,,2025-08-10,Meeting,Zoom,Dung Pham,Completed,10
ACT-02743,CUST-0070,,2024-07-15,Support Follow-up,Email,Dung Pham,Interested,5
ACT-02744,CUST-0036,,2024-11-14,Support Follow-up,Chat,Huy Vo,Completed,5
ACT-02745,CUST-0074,,2025-01-20,Meeting,Phone,Khanh Do,Completed,30
ACT-02746,CUST-0226,,2024-10-15,Support Follow-up,Phone,Huy Vo,Interested,5
ACT-02747,,LEAD-0305,2024-11-09,WhatsApp,In-person,Khanh Do,Completed,20
ACT-02748,,LEAD-0576,2024-09-07,Support Follow-up,Zoom,Chi Le,No Response,20
ACT-02749,CUST-0090,,2025-08-20,Meeting,Phone,Khanh Do,Interested,30
ACT-02750,,LEAD-0354,2024-06-20,Support Follow-up,Phone,Chi Le,Completed,15
ACT-02751,CUST-0106,,2025-04-09,Demo,Phone,Chi Le,Completed,15
ACT-02752,CUST-0272,,2026-02-23,WhatsApp,Chat,Binh Tran,Interested,15
ACT-02753,,LEAD-0367,2024-03-25,Demo,Zoom,Binh Tran,Follow-up Needed,60
ACT-02754,CUST-0161,,2025-02-07,Support Follow-up,Zoom,Giang Ho,No Response,15
ACT-02755,CUST-0300,,2024-01-07,Call,Zoom,Binh Tran,Rescheduled,15
ACT-02756,CUST-0080,,2026-01-25,WhatsApp,In-person,Linh Vu,No Response,15
ACT-02757,CUST-0005,,2026-03-17,Call,Chat,Linh Vu,Follow-up Needed,45
ACT-02758,CUST-0024,,2024-05-07,Support Follow-up,Zoom,Khanh Do,No Response,5
ACT-02759,,LEAD-0631,2025-11-26,Email,In-person,Linh Vu,Completed,15
ACT-02760,,LEAD-0132,2025-05-30,Support Follow-up,Phone,An Nguyen,Follow-up Needed,15
ACT-02761,CUST-0237,,2025-05-10,Support Follow-up,Phone,Linh Vu,Completed,20
ACT-02762,CUST-0128,,2024-04-18,Demo,Phone,Dung Pham,Interested,10
ACT-02763,,LEAD-0602,2025-09-24,Email,Phone,Khanh Do,Follow-up Needed,15
ACT-02764,CUST-0091,,2025-05-14,Meeting,Zoom,Chi Le,Interested,60
ACT-02765,,LEAD-0207,2024-05-08,WhatsApp,In-person,Linh Vu,Interested,15
ACT-02766,,LEAD-0364,2025-11-27,Call,In-person,Khanh Do,No Response,45
ACT-02767,CUST-0184,,2026-01-30,Demo,Phone,Huy Vo,Completed,30
ACT-02768,CUST-0042,,2025-03-07,Demo,Chat,Giang Ho,Rescheduled,45
ACT-02769,CUST-0123,,2025-02-01,Meeting,In-person,An Nguyen,Completed,20
ACT-02770,CUST-0212,,2024-04-29,Call,Email,Dung Pham,Interested,30
ACT-02771,,LEAD-0192,2024-05-14,Meeting,Zoom,Binh Tran,No Response,20
ACT-02772,CUST-0207,,2024-03-09,WhatsApp,Email,Binh Tran,Rescheduled,20
ACT-02773,,LEAD-0462,2026-01-26,Meeting,Chat,Khanh Do,Interested,45
ACT-02774,CUST-0247,,2025-08-07,WhatsApp,Chat,Khanh Do,Follow-up Needed,5
ACT-02775,CUST-0115,,2024-02-29,Meeting,Email,Linh Vu,Interested,20
ACT-02776,,LEAD-0399,2025-08-07,Email,Email,Huy Vo,Follow-up Needed,5
ACT-02777,CUST-0069,,2024-08-28,Call,Phone,Chi Le,No Response,30
ACT-02778,CUST-0006,,2024-04-23,Demo,In-person,Dung Pham,Rescheduled,45
ACT-02779,CUST-0258,,2025-03-11,Email,In-person,An Nguyen,Follow-up Needed,15
ACT-02780,CUST-0116,,2026-04-11,Demo,Phone,Khanh Do,Follow-up Needed,15
ACT-02781,CUST-0212,,2024-07-12,Meeting,In-person,Linh Vu,Completed,60
ACT-02782,CUST-0233,,2025-01-17,Demo,Chat,Giang Ho,Completed,45
ACT-02783,CUST-0034,,2024-01-02,Meeting,Phone,An Nguyen,Completed,60
ACT-02784,CUST-0105,,2024-01-19,Email,Email,Giang Ho,Follow-up Needed,10
ACT-02785,,LEAD-0312,2025-12-12,Demo,Email,Huy Vo,Completed,60
ACT-02786,CUST-0175,,2025-02-27,Call,Phone,Chi Le,Completed,15
ACT-02787,,LEAD-0554,2024-01-04,Support Follow-up,In-person,Huy Vo,No Response,20
ACT-02788,,LEAD-0069,2025-07-29,Meeting,Email,Binh Tran,Interested,10
ACT-02789,CUST-0084,,2025-05-29,Call,In-person,Linh Vu,Follow-up Needed,10
ACT-02790,,LEAD-0215,2025-10-14,Demo,In-person,Khanh Do,Completed,30
ACT-02791,CUST-0316,,2024-11-07,Demo,Email,Binh Tran,Interested,15
ACT-02792,CUST-0168,,2025-08-18,WhatsApp,Zoom,Huy Vo,Completed,10
ACT-02793,,LEAD-0504,2025-09-17,Call,Email,Giang Ho,Rescheduled,10
ACT-02794,,LEAD-0503,2025-01-04,Email,Zoom,Dung Pham,Interested,5
ACT-02795,CUST-0080,,2025-12-28,Meeting,Zoom,Chi Le,Follow-up Needed,30
ACT-02796,,LEAD-0338,2025-02-28,Demo,Phone,Huy Vo,Completed,60
ACT-02797,CUST-0190,,2025-02-16,WhatsApp,In-person,An Nguyen,No Response,5
ACT-02798,CUST-0204,,2024-12-03,Email,Zoom,Giang Ho,Follow-up Needed,5
ACT-02799,CUST-0082,,2026-03-29,Support Follow-up,Chat,Dung Pham,No Response,10
ACT-02800,,LEAD-0076,2024-12-01,Call,Zoom,Linh Vu,No Response,30
ACT-02801,CUST-0046,,2024-09-08,Demo,Phone,Khanh Do,Follow-up Needed,30
ACT-02802,CUST-0178,,2024-05-20,WhatsApp,Email,Chi Le,Interested,20
ACT-02803,CUST-0291,,2025-11-02,Meeting,Zoom,An Nguyen,Follow-up Needed,15
ACT-02804,CUST-0288,,2024-09-26,WhatsApp,Zoom,Dung Pham,Interested,15
ACT-02805,,LEAD-0328,2025-04-14,Demo,In-person,Khanh Do,Completed,15
ACT-02806,,LEAD-0549,2025-03-23,Meeting,Zoom,An Nguyen,Follow-up Needed,10
ACT-02807,,LEAD-0597,2024-04-02,Support Follow-up,Zoom,Huy Vo,Interested,20
ACT-02808,CUST-0073,,2024-08-01,WhatsApp,Zoom,Dung Pham,Completed,5
ACT-02809,,LEAD-0594,2026-03-09,Meeting,Phone,Chi Le,Interested,10
ACT-02810,CUST-0055,,2025-07-29,Meeting,Email,Khanh Do,Completed,45
ACT-02811,CUST-0022,,2025-03-24,Email,Phone,Chi Le,Completed,10
ACT-02812,,LEAD-0220,2025-07-17,WhatsApp,Phone,Binh Tran,Completed,20
ACT-02813,CUST-0245,,2025-03-14,Email,In-person,Chi Le,Rescheduled,10
ACT-02814,CUST-0115,,2024-10-29,Meeting,Chat,Dung Pham,Rescheduled,30
ACT-02815,CUST-0248,,2024-01-01,Demo,Phone,An Nguyen,Completed,60
ACT-02816,,LEAD-0503,2026-04-04,Meeting,Email,Khanh Do,No Response,10
ACT-02817,CUST-0201,,2025-04-06,Email,Chat,Dung Pham,Completed,15
ACT-02818,,LEAD-0006,2025-08-27,Support Follow-up,Zoom,Giang Ho,Rescheduled,20
ACT-02819,,LEAD-0247,2026-01-05,Support Follow-up,Phone,Huy Vo,No Response,20
ACT-02820,CUST-0030,,2024-06-13,Meeting,Email,Binh Tran,Completed,45
ACT-02821,,LEAD-0433,2025-03-05,Email,Zoom,Giang Ho,Rescheduled,5
ACT-02822,CUST-0289,,2024-12-01,WhatsApp,Phone,Giang Ho,Completed,5
ACT-02823,,LEAD-0396,2024-05-05,Meeting,Chat,Linh Vu,Follow-up Needed,10
ACT-02824,CUST-0037,,2025-08-16,Support Follow-up,Phone,An Nguyen,No Response,15
ACT-02825,CUST-0226,,2026-02-15,Support Follow-up,Email,Giang Ho,Interested,15
ACT-02826,CUST-0206,,2026-02-10,WhatsApp,Email,An Nguyen,Interested,15
ACT-02827,CUST-0055,,2025-08-11,WhatsApp,Zoom,Khanh Do,No Response,10
ACT-02828,CUST-0103,,2024-01-14,Meeting,Zoom,Chi Le,Rescheduled,45
ACT-02829,CUST-0090,,2025-01-02,Support Follow-up,Phone,Binh Tran,Completed,5
ACT-02830,CUST-0181,,2025-09-07,Meeting,Phone,Giang Ho,Completed,45
ACT-02831,CUST-0093,,2024-11-17,WhatsApp,In-person,An Nguyen,Interested,10
ACT-02832,,LEAD-0143,2024-09-09,WhatsApp,Chat,Linh Vu,Interested,20
ACT-02833,CUST-0221,,2024-02-07,Support Follow-up,In-person,Chi Le,Follow-up Needed,15
ACT-02834,,LEAD-0073,2024-07-25,Meeting,Phone,Dung Pham,Interested,30
ACT-02835,CUST-0274,,2025-04-17,Meeting,Zoom,Dung Pham,Completed,10
ACT-02836,CUST-0209,,2024-09-01,Email,Chat,Dung Pham,Interested,20
ACT-02837,,LEAD-0185,2025-01-29,Demo,Email,Chi Le,Follow-up Needed,30
ACT-02838,CUST-0159,,2025-07-26,Call,Chat,Huy Vo,Completed,15
ACT-02839,,LEAD-0108,2024-03-20,Demo,Chat,Khanh Do,Completed,30
ACT-02840,,LEAD-0416,2025-04-08,Demo,Phone,Chi Le,Rescheduled,60
ACT-02841,CUST-0311,,2024-05-18,Call,Email,An Nguyen,Rescheduled,45
ACT-02842,,LEAD-0455,2024-11-23,Demo,Zoom,An Nguyen,Completed,45
ACT-02843,,LEAD-0191,2024-08-31,Support Follow-up,Phone,Dung Pham,Completed,20
ACT-02844,CUST-0272,,2025-05-08,Call,Chat,Chi Le,Completed,45
ACT-02845,CUST-0090,,2025-01-22,Meeting,Zoom,Linh Vu,Completed,30
ACT-02846,CUST-0213,,2025-05-03,Meeting,Zoom,Binh Tran,Interested,20
ACT-02847,CUST-0232,,2024-12-30,Email,Zoom,Linh Vu,Interested,15
ACT-02848,CUST-0266,,2025-06-28,Email,Zoom,Chi Le,Interested,5
ACT-02849,,LEAD-0534,2025-01-09,Call,Phone,Binh Tran,Completed,30
ACT-02850,CUST-0128,,2026-03-17,Email,Chat,Huy Vo,Completed,20
ACT-02851,CUST-0216,,2025-05-21,Call,Zoom,An Nguyen,Interested,45
ACT-02852,CUST-0312,,2025-07-11,Email,Chat,Dung Pham,Rescheduled,10
ACT-02853,CUST-0166,,2025-12-20,Call,Email,Linh Vu,Completed,30
ACT-02854,CUST-0154,,2026-02-03,Support Follow-up,Zoom,Khanh Do,Completed,10
ACT-02855,,LEAD-0554,2025-08-14,Email,Email,Giang Ho,Interested,15
ACT-02856,CUST-0165,,2025-04-07,Call,Zoom,Binh Tran,Completed,20
ACT-02857,,LEAD-0544,2025-10-15,Email,In-person,Dung Pham,No Response,5
ACT-02858,,LEAD-0208,2026-04-03,Email,Zoom,Chi Le,No Response,20
ACT-02859,CUST-0269,,2026-02-04,Support Follow-up,In-person,Chi Le,Interested,20
ACT-02860,CUST-0237,,2026-01-23,Meeting,In-person,Khanh Do,Interested,15
ACT-02861,,LEAD-0221,2025-10-09,Demo,Phone,Dung Pham,Interested,20
ACT-02862,CUST-0143,,2025-04-25,WhatsApp,In-person,Chi Le,Completed,5
ACT-02863,CUST-0097,,2024-05-05,WhatsApp,Email,Chi Le,Interested,15
ACT-02864,CUST-0090,,2025-12-19,Email,Email,An Nguyen,Follow-up Needed,20
ACT-02865,CUST-0124,,2025-12-02,WhatsApp,Zoom,Binh Tran,Follow-up Needed,15
ACT-02866,CUST-0189,,2024-10-11,Call,Chat,Chi Le,Completed,45
ACT-02867,,LEAD-0245,2024-03-28,Meeting,Phone,An Nguyen,Follow-up Needed,20
ACT-02868,CUST-0015,,2024-07-26,Email,Chat,Chi Le,No Response,10
ACT-02869,CUST-0156,,2025-09-19,Call,Zoom,Linh Vu,Interested,45
ACT-02870,,LEAD-0369,2025-03-29,Call,In-person,Khanh Do,Interested,10
ACT-02871,CUST-0188,,2024-03-02,WhatsApp,In-person,Chi Le,Follow-up Needed,20
ACT-02872,,LEAD-0322,2025-01-30,Meeting,Email,Giang Ho,No Response,10
ACT-02873,CUST-0269,,2025-07-05,Email,Email,An Nguyen,Interested,15
ACT-02874,CUST-0091,,2025-06-17,WhatsApp,Zoom,Khanh Do,No Response,10
ACT-02875,CUST-0040,,2025-02-10,Email,Email,An Nguyen,Follow-up Needed,15
ACT-02876,CUST-0053,,2025-04-25,Email,In-person,Chi Le,No Response,5
ACT-02877,CUST-0107,,2025-12-18,Demo,Zoom,An Nguyen,No Response,20
ACT-02878,,LEAD-0512,2024-10-15,WhatsApp,Phone,Binh Tran,No Response,10
ACT-02879,CUST-0114,,2025-11-27,Call,Email,Binh Tran,Completed,60
ACT-02880,CUST-0211,,2024-08-28,Demo,In-person,Chi Le,Rescheduled,15
ACT-02881,CUST-0186,,2024-11-21,Meeting,Phone,Giang Ho,Follow-up Needed,45
ACT-02882,CUST-0233,,2025-09-22,Demo,Email,Chi Le,Follow-up Needed,20
ACT-02883,CUST-0054,,2025-10-11,Call,Chat,Giang Ho,No Response,10
ACT-02884,CUST-0213,,2026-02-04,Call,Phone,Chi Le,Follow-up Needed,10
ACT-02885,CUST-0303,,2024-01-19,Support Follow-up,Phone,Linh Vu,Completed,15
ACT-02886,CUST-0320,,2024-04-18,Support Follow-up,In-person,Chi Le,Follow-up Needed,15
ACT-02887,CUST-0013,,2025-03-02,Demo,In-person,Giang Ho,Completed,30
ACT-02888,,LEAD-0227,2024-05-31,Call,In-person,Huy Vo,Completed,15
ACT-02889,,LEAD-0281,2024-06-05,Email,Chat,Dung Pham,Completed,15
ACT-02890,,LEAD-0015,2025-04-16,Call,Phone,An Nguyen,Interested,15
ACT-02891,CUST-0192,,2024-01-25,Email,Email,An Nguyen,Rescheduled,5
ACT-02892,,LEAD-0445,2025-03-31,Call,Zoom,Huy Vo,Completed,15
ACT-02893,CUST-0063,,2025-05-26,Call,Zoom,Linh Vu,Interested,20
ACT-02894,CUST-0034,,2024-06-23,WhatsApp,Chat,Chi Le,Completed,10
ACT-02895,CUST-0093,,2025-06-03,Support Follow-up,Chat,Binh Tran,Completed,10
ACT-02896,CUST-0301,,2025-11-27,Meeting,Email,Binh Tran,Follow-up Needed,30
ACT-02897,CUST-0062,,2026-04-14,Email,In-person,Khanh Do,Completed,5
ACT-02898,,LEAD-0059,2025-05-03,Support Follow-up,Email,Chi Le,Completed,5
ACT-02899,CUST-0308,,2024-10-29,Email,Phone,Dung Pham,Follow-up Needed,10
ACT-02900,CUST-0087,,2025-05-13,Meeting,Chat,Khanh Do,Follow-up Needed,15
ACT-02901,CUST-0259,,2024-10-15,Meeting,Phone,Dung Pham,No Response,30
ACT-02902,CUST-0108,,2025-09-02,WhatsApp,Chat,Giang Ho,Completed,15
ACT-02903,,LEAD-0020,2024-07-14,Email,Phone,Khanh Do,Interested,5
ACT-02904,CUST-0211,,2025-11-02,Email,Email,An Nguyen,No Response,5
ACT-02905,CUST-0030,,2026-02-11,Meeting,Chat,Linh Vu,Interested,20
ACT-02906,CUST-0162,,2024-04-30,WhatsApp,Email,Dung Pham,No Response,10
ACT-02907,CUST-0315,,2024-02-23,Demo,Zoom,Giang Ho,Completed,45
ACT-02908,CUST-0291,,2024-04-19,Support Follow-up,Phone,Linh Vu,Completed,15
ACT-02909,,LEAD-0011,2024-01-31,Email,Zoom,Huy Vo,Completed,15
ACT-02910,,LEAD-0543,2025-02-09,Meeting,In-person,Dung Pham,No Response,20
ACT-02911,CUST-0208,,2025-01-21,Call,In-person,Chi Le,Completed,30
ACT-02912,,LEAD-0300,2026-03-25,Demo,Zoom,Binh Tran,Completed,45
ACT-02913,CUST-0001,,2024-07-16,Demo,Chat,Dung Pham,No Response,15
ACT-02914,CUST-0068,,2026-03-20,WhatsApp,Chat,Giang Ho,Completed,10
ACT-02915,CUST-0187,,2024-04-29,Demo,Phone,Chi Le,Completed,60
ACT-02916,CUST-0226,,2025-01-17,Email,In-person,Khanh Do,Interested,5
ACT-02917,CUST-0051,,2025-03-13,Email,In-person,Linh Vu,No Response,20
ACT-02918,CUST-0134,,2025-10-25,WhatsApp,Phone,Dung Pham,Completed,20
ACT-02919,CUST-0138,,2024-06-09,WhatsApp,Chat,Dung Pham,Follow-up Needed,10
ACT-02920,CUST-0320,,2026-02-20,Meeting,Email,Huy Vo,Completed,60
ACT-02921,,LEAD-0407,2024-02-12,WhatsApp,Chat,Huy Vo,Completed,20
ACT-02922,,LEAD-0298,2025-12-22,Call,Phone,Binh Tran,Completed,45
ACT-02923,CUST-0156,,2025-04-11,Meeting,Zoom,Linh Vu,Completed,60
ACT-02924,CUST-0238,,2024-02-07,Meeting,Chat,An Nguyen,Interested,30
ACT-02925,CUST-0035,,2025-09-09,Meeting,Zoom,Khanh Do,Rescheduled,20
ACT-02926,CUST-0231,,2024-08-26,WhatsApp,In-person,Binh Tran,Follow-up Needed,5
ACT-02927,CUST-0129,,2024-01-22,Meeting,In-person,Dung Pham,Follow-up Needed,30
ACT-02928,CUST-0298,,2024-04-08,Call,Chat,An Nguyen,Completed,10
ACT-02929,,LEAD-0509,2024-11-17,Demo,Chat,Giang Ho,Follow-up Needed,10
ACT-02930,CUST-0083,,2026-04-04,Call,Chat,Linh Vu,Interested,10
ACT-02931,CUST-0218,,2025-08-13,WhatsApp,Phone,Khanh Do,Completed,20
ACT-02932,CUST-0211,,2024-09-10,Meeting,Phone,Binh Tran,Completed,45
ACT-02933,,LEAD-0451,2025-07-23,Support Follow-up,In-person,Linh Vu,Rescheduled,5
ACT-02934,,LEAD-0395,2024-12-01,Demo,Email,Binh Tran,Interested,15
ACT-02935,,LEAD-0601,2024-04-30,Email,In-person,Huy Vo,Follow-up Needed,10
ACT-02936,CUST-0299,,2024-03-06,WhatsApp,In-person,An Nguyen,Interested,15
ACT-02937,CUST-0179,,2025-11-24,WhatsApp,Zoom,Huy Vo,Completed,10
ACT-02938,CUST-0143,,2024-08-07,Demo,In-person,Dung Pham,Completed,20
ACT-02939,CUST-0207,,2025-05-20,Call,In-person,Binh Tran,No Response,45
ACT-02940,,LEAD-0262,2025-07-14,Support Follow-up,Phone,Giang Ho,Follow-up Needed,5
ACT-02941,CUST-0140,,2024-02-07,Demo,Zoom,Khanh Do,Completed,15
ACT-02942,,LEAD-0126,2024-02-22,Support Follow-up,In-person,Giang Ho,Rescheduled,5
ACT-02943,CUST-0311,,2025-05-12,Email,Chat,Khanh Do,No Response,10
ACT-02944,CUST-0288,,2025-05-30,Support Follow-up,Zoom,Giang Ho,Completed,10
ACT-02945,,LEAD-0265,2025-08-25,Support Follow-up,In-person,Chi Le,Follow-up Needed,15
ACT-02946,CUST-0306,,2025-05-06,Support Follow-up,Email,Khanh Do,Completed,15
ACT-02947,,LEAD-0457,2026-01-20,Meeting,Chat,Linh Vu,Follow-up Needed,60
ACT-02948,,LEAD-0250,2025-11-13,Demo,Phone,An Nguyen,Follow-up Needed,20
ACT-02949,CUST-0301,,2026-02-01,Support Follow-up,Email,Huy Vo,Interested,5
ACT-02950,,LEAD-0508,2025-04-15,Call,Chat,Huy Vo,Completed,30
ACT-02951,CUST-0055,,2025-05-01,Meeting,Email,An Nguyen,Completed,15
ACT-02952,CUST-0031,,2024-02-17,Meeting,Phone,Dung Pham,Follow-up Needed,30
ACT-02953,CUST-0254,,2025-04-21,Meeting,Email,Linh Vu,Follow-up Needed,10
ACT-02954,CUST-0080,,2025-04-03,WhatsApp,In-person,Binh Tran,No Response,10
ACT-02955,,LEAD-0334,2024-01-10,Demo,Zoom,Chi Le,Rescheduled,30
ACT-02956,CUST-0312,,2024-01-25,Support Follow-up,Zoom,Dung Pham,No Response,5
ACT-02957,CUST-0209,,2025-04-17,Demo,Email,Chi Le,Follow-up Needed,30
ACT-02958,CUST-0179,,2024-11-15,Email,Phone,Khanh Do,Interested,10
ACT-02959,CUST-0164,,2025-06-06,Meeting,In-person,Giang Ho,Follow-up Needed,15
ACT-02960,CUST-0028,,2024-10-16,Demo,In-person,Chi Le,Rescheduled,10
ACT-02961,CUST-0224,,2025-09-27,Call,In-person,Binh Tran,Completed,60
ACT-02962,CUST-0095,,2025-02-06,Call,Email,Giang Ho,Completed,45
ACT-02963,,LEAD-0483,2024-08-19,Call,Email,Chi Le,Follow-up Needed,60
ACT-02964,CUST-0222,,2025-01-28,Demo,In-person,Khanh Do,Rescheduled,20
ACT-02965,CUST-0167,,2024-08-27,Support Follow-up,Email,Giang Ho,Completed,5
ACT-02966,CUST-0211,,2025-08-01,Meeting,Email,Huy Vo,Completed,15
ACT-02967,,LEAD-0513,2026-02-02,Demo,Phone,Linh Vu,Interested,10
ACT-02968,CUST-0035,,2024-09-02,WhatsApp,Phone,Huy Vo,No Response,10
ACT-02969,CUST-0194,,2026-03-05,Demo,Chat,Khanh Do,Completed,20
ACT-02970,,LEAD-0137,2025-02-22,Call,Zoom,Binh Tran,Completed,10
ACT-02971,,LEAD-0357,2025-11-12,Meeting,In-person,An Nguyen,Completed,15
ACT-02972,CUST-0192,,2024-02-06,WhatsApp,In-person,Linh Vu,Follow-up Needed,15
ACT-02973,CUST-0065,,2026-03-01,Email,Zoom,Khanh Do,Interested,15
ACT-02974,CUST-0306,,2024-06-03,Demo,Email,Huy Vo,No Response,10
ACT-02975,CUST-0096,,2024-12-08,Support Follow-up,Zoom,Binh Tran,Completed,20
ACT-02976,,LEAD-0602,2026-02-12,Demo,Zoom,Binh Tran,Follow-up Needed,15
ACT-02977,CUST-0267,,2024-09-13,WhatsApp,Zoom,Dung Pham,Completed,10
ACT-02978,CUST-0102,,2024-09-30,Meeting,Zoom,An Nguyen,Interested,45
ACT-02979,,LEAD-0434,2025-12-05,Email,Phone,Dung Pham,Rescheduled,20
ACT-02980,,LEAD-0407,2024-10-10,Support Follow-up,In-person,Binh Tran,Completed,20
ACT-02981,,LEAD-0255,2024-06-03,Email,Email,Giang Ho,Follow-up Needed,20
ACT-02982,CUST-0262,,2024-04-07,Call,Phone,Giang Ho,No Response,10
ACT-02983,CUST-0227,,2024-03-15,WhatsApp,Chat,Giang Ho,Completed,15
ACT-02984,CUST-0155,,2025-07-21,Support Follow-up,Phone,Chi Le,Follow-up Needed,5
ACT-02985,CUST-0308,,2024-09-12,Call,Phone,An Nguyen,Completed,45
ACT-02986,,LEAD-0623,2024-01-13,Meeting,Chat,An Nguyen,No Response,20
ACT-02987,CUST-0111,,2024-10-16,Support Follow-up,Phone,Huy Vo,Rescheduled,5
ACT-02988,CUST-0025,,2024-12-13,Demo,Email,Huy Vo,Rescheduled,45
ACT-02989,,LEAD-0443,2026-04-09,WhatsApp,Chat,An Nguyen,Interested,5
ACT-02990,,LEAD-0071,2024-04-09,Demo,In-person,Giang Ho,Completed,15
ACT-02991,,LEAD-0077,2024-06-13,Meeting,In-person,Linh Vu,Follow-up Needed,20
ACT-02992,CUST-0059,,2024-06-01,Support Follow-up,Zoom,Dung Pham,Completed,10
ACT-02993,CUST-0137,,2025-09-28,WhatsApp,Chat,Giang Ho,Interested,15
ACT-02994,CUST-0089,,2025-02-02,Call,Chat,Chi Le,Completed,15
ACT-02995,CUST-0133,,2026-02-01,Demo,Zoom,Khanh Do,Rescheduled,20
ACT-02996,CUST-0062,,2026-02-16,Demo,In-person,Huy Vo,No Response,45
ACT-02997,CUST-0109,,2024-01-24,Meeting,Chat,Huy Vo,Follow-up Needed,20
ACT-02998,CUST-0257,,2025-08-06,Support Follow-up,In-person,Giang Ho,Interested,20
ACT-02999,CUST-0021,,2025-06-25,Demo,Email,Huy Vo,Completed,15
ACT-03000,,LEAD-0232,2024-01-24,Demo,Email,Giang Ho,Follow-up Needed,45
ACT-03001,,LEAD-0395,2024-09-17,Call,Email,Khanh Do,Completed,15
ACT-03002,CUST-0292,,2025-01-07,Meeting,In-person,Giang Ho,Completed,30
ACT-03003,CUST-0007,,2025-12-05,Meeting,Chat,Dung Pham,Interested,20
ACT-03004,,LEAD-0038,2025-06-14,Email,Zoom,Giang Ho,Interested,15
ACT-03005,,LEAD-0486,2025-06-11,WhatsApp,Zoom,Binh Tran,Interested,5
ACT-03006,CUST-0197,,2025-01-16,Demo,Chat,Dung Pham,Completed,60
ACT-03007,,LEAD-0425,2026-04-09,Email,In-person,Khanh Do,Interested,10
ACT-03008,CUST-0276,,2024-08-29,Call,Email,Linh Vu,Completed,20
ACT-03009,CUST-0106,,2025-09-19,Support Follow-up,Chat,Huy Vo,Rescheduled,20
ACT-03010,,LEAD-0034,2024-06-13,Email,Chat,An Nguyen,Completed,20
ACT-03011,CUST-0014,,2025-03-06,Email,Chat,Giang Ho,Completed,5
ACT-03012,CUST-0198,,2025-11-07,WhatsApp,Zoom,Giang Ho,No Response,15
ACT-03013,CUST-0143,,2024-04-07,Support Follow-up,Zoom,Dung Pham,Interested,5
ACT-03014,,LEAD-0191,2024-09-01,Support Follow-up,Phone,Khanh Do,Follow-up Needed,20
ACT-03015,,LEAD-0587,2025-10-14,Call,In-person,Khanh Do,Interested,60
ACT-03016,CUST-0247,,2025-10-23,Support Follow-up,Email,An Nguyen,Interested,5
ACT-03017,CUST-0032,,2024-10-29,Call,Chat,Dung Pham,No Response,15
ACT-03018,,LEAD-0572,2024-06-26,Demo,Phone,Binh Tran,Interested,30
ACT-03019,CUST-0244,,2026-03-15,WhatsApp,Zoom,Dung Pham,Completed,15
ACT-03020,CUST-0167,,2024-08-04,WhatsApp,Email,Chi Le,Completed,10
ACT-03021,CUST-0253,,2025-05-03,Demo,Email,Linh Vu,No Response,20
ACT-03022,CUST-0174,,2024-02-19,Email,Phone,Huy Vo,Completed,5
ACT-03023,,LEAD-0289,2025-06-22,Meeting,In-person,An Nguyen,Completed,30
ACT-03024,CUST-0118,,2025-08-19,Demo,Chat,Linh Vu,No Response,45
ACT-03025,,LEAD-0181,2026-04-10,Call,Zoom,Linh Vu,Completed,60
ACT-03026,CUST-0301,,2026-03-01,WhatsApp,Email,Huy Vo,Interested,15
ACT-03027,CUST-0244,,2024-02-27,Demo,Chat,Dung Pham,Interested,15
ACT-03028,CUST-0124,,2024-05-13,Support Follow-up,Phone,Chi Le,Rescheduled,15
ACT-03029,CUST-0042,,2025-03-05,Support Follow-up,In-person,Giang Ho,Completed,20
ACT-03030,CUST-0269,,2025-11-11,Call,Chat,Khanh Do,Completed,30
ACT-03031,,LEAD-0081,2024-08-18,WhatsApp,Zoom,Giang Ho,Follow-up Needed,15
ACT-03032,,LEAD-0600,2024-05-18,Support Follow-up,Phone,Binh Tran,Interested,15
ACT-03033,,LEAD-0178,2024-08-23,Support Follow-up,Zoom,An Nguyen,Completed,15
ACT-03034,CUST-0254,,2025-05-14,WhatsApp,In-person,Chi Le,Completed,10
ACT-03035,CUST-0299,,2025-01-23,Meeting,Zoom,Linh Vu,Interested,45
ACT-03036,CUST-0246,,2025-07-21,Support Follow-up,Email,Chi Le,Completed,5
ACT-03037,CUST-0016,,2024-04-09,Support Follow-up,Zoom,Chi Le,No Response,20
ACT-03038,CUST-0306,,2024-02-29,Demo,Email,Huy Vo,Completed,30
